"analysis_group","pt_standard_en","pt","pt_cn","soc_en","soc_cn","cases","a","b","c","d","a_plus_b","a_plus_c","a_plus_b_plus_c_plus_d","ROR","ROR_025","ROR_975","ror_95ci_range","PRR","chi_squared","IC","IC025","expected_E","EBGM","EBGM05","is_ror_signal","is_prr_signal","is_bcpnn_signal","is_mgps_signal","is_core_ror_prr_signal","is_strict_four_algorithm_signal"
"Iohexol","No adverse event","No adverse event","无不良事件","General disorders and administration site conditions","全身性疾病及给药部位各种反应","114","114","6329","166056","19733980","6443","166170","19906479","2.14","1.78","2.58","2.14 (1.78, 2.58)","2.12","68.01","1.08","0.89","53.7832","2.11","1.23","1","1","1","0","1","0"
"Iohexol","OXYGEN SATURATION DECREASED","OXYGEN SATURATION DECREASED","血氧饱和度降低","Investigations","各类检查","111","111","6332","52254","19847782","6443","52365","19906479","6.66","5.52","8.03","6.66 (5.52, 8.03)","6.56","523.46","2.71","2.52","16.9486","6.39","3.71","1","1","1","1","1","1"
"Iohexol","Nasal congestion","Nasal congestion","鼻充血","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","109","109","6334","54857","19845179","6443","54966","19906479","6.23","5.15","7.52","6.23 (5.15, 7.52)","6.14","469.07","2.62","2.42","17.7905","5.99","3.48","1","1","1","1","1","1"
"Iohexol","SWELLING FACE","SWELLING FACE","面部肿胀","General disorders and administration site conditions","全身性疾病及给药部位各种反应","104","104","6339","61743","19838293","6443","61847","19906479","5.27","4.34","6.4","5.27 (4.34, 6.40)","5.2","353.55","2.38","2.18","20.0176","5.09","2.95","1","1","1","1","1","1"
"Iohexol","CHEST PAIN","CHEST PAIN","胸痛","General disorders and administration site conditions","全身性疾病及给药部位各种反应","104","104","6339","177594","19722442","6443","177698","19906479","1.82","1.5","2.21","1.82 (1.50, 2.21)","1.81","37.92","0.85","0.66","57.5144","1.8","1.04","1","0","1","0","0","0"
"Iohexol","DYSPHONIA","DYSPHONIA","发声困难","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","100","100","6343","55311","19844725","6443","55411","19906479","5.66","4.64","6.89","5.66 (4.64, 6.89)","5.58","376.69","2.48","2.28","17.9345","5.45","3.16","1","1","1","1","1","1"
"Iohexol","Cardio-respiratory arrest","Cardio-respiratory arrest","心脏呼吸骤停","Cardiac disorders","心脏器官疾病","97","97","6346","40441","19859595","6443","40538","19906479","7.51","6.14","9.18","7.51 (6.14, 9.18)","7.41","537.5","2.89","2.68","13.1207","7.16","4.15","1","1","1","1","1","1"
"Iohexol","Tachycardia","Tachycardia","心动过速","Cardiac disorders","心脏器官疾病","97","97","6346","84494","19815542","6443","84591","19906479","3.58","2.93","4.38","3.58 (2.93, 4.38)","3.55","177.85","1.82","1.62","27.379","3.5","2.03","1","1","1","1","1","1"
"Iohexol","Cardiac arrest","Cardiac arrest","心脏停搏","Cardiac disorders","心脏器官疾病","96","96","6347","79468","19820568","6443","79564","19906479","3.77","3.08","4.62","3.77 (3.08, 4.62)","3.73","192.46","1.9","1.69","25.752","3.68","2.13","1","1","1","1","1","1"
"Iohexol","Anaphylactoid reaction","Anaphylactoid reaction","类过敏反应","Immune system disorders","免疫系统疾病","93","93","6350","3870","19896166","6443","3963","19906479","75.3","61.21","92.62","75.30 (61.21, 92.62)","74.22","6561.63","6.18","5.97","1.2827","52.45","30.34","1","1","1","1","1","1"
"Iohexol","EYE SWELLING","EYE SWELLING","眼肿","Eye disorders","眼器官疾病","90","90","6353","35149","19864887","6443","35239","19906479","8.01","6.5","9.86","8.01 (6.50, 9.86)","7.91","542.72","2.98","2.77","11.4056","7.6","4.39","1","1","1","1","1","1"
"Iohexol","Eye pruritus","Eye pruritus","眼睛瘙痒","Eye disorders","眼器官疾病","86","86","6357","30213","19869823","6443","30299","19906479","8.9","7.19","11.01","8.90 (7.19, 11.01)","8.79","593.08","3.13","2.92","9.8067","8.39","4.84","1","1","1","1","1","1"
"Iohexol","Cyanosis","Cyanosis","发绀","Vascular disorders","血管与淋巴管类疾病","77","77","6366","15070","19884966","6443","15147","19906479","15.96","12.74","19.99","15.96 (12.74, 19.99)","15.78","1061.43","3.97","3.74","4.9025","14.35","8.25","1","1","1","1","1","1"
"Iohexol","Unresponsive to stimuli","Unresponsive to stimuli","刺激反应消失","Nervous system disorders","各类神经系统疾病","75","75","6368","24303","19875733","6443","24378","19906479","9.63","7.67","12.1","9.63 (7.67, 12.10)","9.53","571.68","3.25","3.02","7.8903","9","5.17","1","1","1","1","1","1"
"Iohexol","Feeling hot","Feeling hot","感觉热","General disorders and administration site conditions","全身性疾病及给药部位各种反应","75","75","6368","58805","19841231","6443","58880","19906479","3.97","3.16","4.99","3.97 (3.16, 4.99)","3.94","164.76","1.98","1.74","19.0573","3.86","2.22","1","1","1","1","1","1"
"Iohexol","Pain","Pain","疼痛","General disorders and administration site conditions","全身性疾病及给药部位各种反应","75","75","6368","584682","19315354","6443","584757","19906479","0.39","0.31","0.49","0.39 (0.31, 0.49)","0.4","71.1","-1.34","-1.57","189.2645","0.4","0.23","0","0","0","0","0","0"
"Iohexol","WHEEZING","WHEEZING","哮鸣","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","74","74","6369","54162","19845874","6443","54236","19906479","4.26","3.38","5.35","4.26 (3.38, 5.35)","4.22","182.06","2.08","1.84","17.5542","4.13","2.37","1","1","1","1","1","1"
"Iohexol","BLOOD PRESSURE INCREASED","BLOOD PRESSURE INCREASED","血压升高","Investigations","各类检查","74","74","6369","145788","19754248","6443","145862","19906479","1.57","1.25","1.98","1.57 (1.25, 1.98)","1.57","15.32","0.65","0.41","47.2102","1.56","0.9","1","0","1","0","0","0"
"Iohexol","Lip swelling","Lip swelling","唇部肿胀","Gastrointestinal disorders","胃肠系统疾病","72","72","6371","31510","19868526","6443","31582","19906479","7.13","5.65","8.99","7.13 (5.65, 8.99)","7.06","374.08","2.82","2.58","10.2219","6.76","3.88","1","1","1","1","1","1"
"Iohexol","Seizure","Seizure","痫性发作","Nervous system disorders","各类神经系统疾病","72","72","6371","106770","19793266","6443","106842","19906479","2.1","1.66","2.64","2.10 (1.66, 2.64)","2.08","40.72","1.06","0.82","34.5809","2.07","1.19","1","1","1","0","1","0"
"Iohexol","BACK PAIN","BACK PAIN","背痛","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","71","71","6372","221854","19678182","6443","221925","19906479","0.99","0.78","1.25","0.99 (0.78, 1.25)","0.99","0.01","-0.02","-0.26","71.829","0.99","0.57","0","0","0","0","0","0"
"Iohexol","Asthenia","Asthenia","虚弱","General disorders and administration site conditions","全身性疾病及给药部位各种反应","71","71","6372","358349","19541687","6443","358420","19906479","0.61","0.48","0.77","0.61 (0.48, 0.77)","0.61","17.79","-0.71","-0.95","116.0075","0.61","0.35","0","0","0","0","0","0"
"Iohexol","Angioedema","Angioedema","血管性水肿","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","70","70","6373","41768","19858268","6443","41838","19906479","5.22","4.13","6.61","5.22 (4.13, 6.61)","5.18","235.97","2.37","2.13","13.5414","5.02","2.88","1","1","1","1","1","1"
"Iohexol","FATIGUE","FATIGUE","疲劳","General disorders and administration site conditions","全身性疾病及给药部位各种反应","70","70","6373","734507","19165529","6443","734577","19906479","0.29","0.23","0.36","0.29 (0.23, 0.36)","0.29","122.94","-1.76","-2","237.7557","0.3","0.17","0","0","0","0","0","0"
"Iohexol","HEART RATE INCREASED","HEART RATE INCREASED","心率升高","Investigations","各类检查","68","68","6375","94071","19805965","6443","94139","19906479","2.25","1.77","2.85","2.25 (1.77, 2.85)","2.23","46.46","1.16","0.91","30.4694","2.21","1.27","1","1","1","0","1","0"
"Iohexol","PARAESTHESIA ORAL","PARAESTHESIA ORAL","口部异常感觉","Gastrointestinal disorders","胃肠系统疾病","67","67","6376","13520","19886516","6443","13587","19906479","15.46","12.14","19.67","15.46 (12.14, 19.67)","15.31","892.08","3.93","3.68","4.3976","13.78","7.89","1","1","1","1","1","1"
"Iohexol","Pallor","Pallor","苍白","Vascular disorders","血管与淋巴管类疾病","67","67","6376","26216","19873820","6443","26283","19906479","7.97","6.26","10.14","7.97 (6.26, 10.14)","7.89","402.86","2.98","2.73","8.5068","7.49","4.29","1","1","1","1","1","1"
"Iohexol","Swelling","Swelling","肿胀","General disorders and administration site conditions","全身性疾病及给药部位各种反应","67","67","6376","86199","19813837","6443","86266","19906479","2.42","1.9","3.07","2.42 (1.90, 3.07)","2.4","54.95","1.26","1.02","27.9212","2.37","1.36","1","1","1","0","1","0"
"Iohexol","Feeling abnormal","Feeling abnormal","感受异常","General disorders and administration site conditions","全身性疾病及给药部位各种反应","67","67","6376","231384","19668652","6443","231451","19906479","0.89","0.7","1.14","0.89 (0.70, 1.14)","0.89","0.85","-0.16","-0.41","74.9122","0.9","0.51","0","0","0","0","0","0"
"Iohexol","Swollen tongue","Swollen tongue","肿舌","Gastrointestinal disorders","胃肠系统疾病","65","65","6378","29707","19870329","6443","29772","19906479","6.82","5.34","8.71","6.82 (5.34, 8.71)","6.76","318.67","2.75","2.5","9.6361","6.46","3.7","1","1","1","1","1","1"
"Iohexol","Shock","Shock","休克","Vascular disorders","血管与淋巴管类疾病","64","64","6379","21452","19878584","6443","21516","19906479","9.3","7.27","11.9","9.30 (7.27, 11.90)","9.21","467.79","3.2","2.95","6.9639","8.64","4.94","1","1","1","1","1","1"
"Iohexol","Rash erythematous","Rash erythematous","红色皮疹","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","64","64","6379","43011","19857025","6443","43075","19906479","4.63","3.62","5.93","4.63 (3.62, 5.93)","4.6","180.18","2.2","1.95","13.9418","4.47","2.55","1","1","1","1","1","1"
"Iohexol","OCULAR HYPERAEMIA","OCULAR HYPERAEMIA","眼充血","Eye disorders","眼器官疾病","60","60","6383","43430","19856606","6443","43490","19906479","4.3","3.33","5.54","4.30 (3.33, 5.54)","4.27","150.21","2.09","1.83","14.0761","4.15","2.37","1","1","1","1","1","1"
"Iohexol","Eyelid oedema","Eyelid oedema","眼睑水肿","Eye disorders","眼器官疾病","59","59","6384","11321","19888715","6443","11380","19906479","16.24","12.56","20.99","16.24 (12.56, 20.99)","16.1","831.51","4","3.74","3.6833","14.22","8.1","1","1","1","1","1","1"
"Iohexol","Tachypnoea","Tachypnoea","呼吸急促","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","59","59","6384","12784","19887252","6443","12843","19906479","14.38","11.12","18.59","14.38 (11.12, 18.59)","14.25","724.28","3.83","3.56","4.1568","12.78","7.28","1","1","1","1","1","1"
"Iohexol","Palpitations","Palpitations","心悸","Cardiac disorders","心脏器官疾病","59","59","6384","111186","19788850","6443","111245","19906479","1.64","1.27","2.13","1.64 (1.27, 2.13)","1.64","14.77","0.71","0.45","36.0059","1.63","0.93","1","0","1","0","0","0"
"Iohexol","Hypoaesthesia","Hypoaesthesia","感觉减退","Nervous system disorders","各类神经系统疾病","59","59","6384","142795","19757241","6443","142854","19906479","1.28","0.99","1.65","1.28 (0.99, 1.65)","1.28","3.55","0.35","0.09","46.2366","1.27","0.73","0","0","1","0","0","0"
"Iohexol","Off label use","Off label use","超说明书使用","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","59","59","6384","806439","19093597","6443","806498","19906479","0.22","0.17","0.28","0.22 (0.17, 0.28)","0.23","163.02","-2.15","-2.41","261.0339","0.23","0.13","0","0","0","0","0","0"
"Iohexol","Pharyngeal oedema","Pharyngeal oedema","咽部水肿","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","58","58","6385","15184","19884852","6443","15242","19906479","11.9","9.18","15.41","11.90 (9.18, 15.41)","11.8","571.46","3.56","3.29","4.9333","10.77","6.13","1","1","1","1","1","1"
"Iohexol","Abdominal pain","Abdominal pain","腹痛","Gastrointestinal disorders","胃肠系统疾病","57","57","6386","220061","19679975","6443","220118","19906479","0.8","0.61","1.04","0.80 (0.61, 1.04)","0.8","2.88","-0.32","-0.59","71.2442","0.8","0.46","0","0","0","0","0","0"
"Iohexol","RESPIRATORY DISTRESS","RESPIRATORY DISTRESS","呼吸窘迫","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","56","56","6387","26354","19873682","6443","26410","19906479","6.61","5.08","8.6","6.61 (5.08, 8.60)","6.56","263.85","2.71","2.44","8.548","6.24","3.55","1","1","1","1","1","1"
"Iohexol","Lacrimation increased","Lacrimation increased","流泪增加","Eye disorders","眼器官疾病","56","56","6387","27920","19872116","6443","27976","19906479","6.24","4.8","8.12","6.24 (4.80, 8.12)","6.19","243.81","2.63","2.36","9.0548","5.91","3.36","1","1","1","1","1","1"
"Iohexol","HYPERTENSION","HYPERTENSION","高血压","Vascular disorders","血管与淋巴管类疾病","56","56","6387","200650","19699386","6443","200706","19906479","0.86","0.66","1.12","0.86 (0.66, 1.12)","0.86","1.25","-0.21","-0.48","64.9612","0.86","0.49","0","0","0","0","0","0"
"Iohexol","Laryngeal oedema","Laryngeal oedema","喉水肿","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","55","55","6388","5820","19894216","6443","5875","19906479","29.43","22.54","38.42","29.43 (22.54, 38.42)","29.19","1483.65","4.85","4.58","1.9015","23.11","13.13","1","1","1","1","1","1"
"Iohexol","Syncope","Syncope","晕厥","Nervous system disorders","各类神经系统疾病","52","52","6391","95586","19804450","6443","95638","19906479","1.69","1.28","2.21","1.69 (1.28, 2.21)","1.68","14.38","0.75","0.47","30.9545","1.67","0.95","1","0","1","0","0","0"
"Iohexol","Blister","Blister","水疱","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","49","49","6394","51878","19848158","6443","51927","19906479","2.93","2.21","3.88","2.93 (2.21, 3.88)","2.92","61.85","1.54","1.26","16.8069","2.86","1.62","1","1","1","0","1","0"
"Iohexol","Nephropathy toxic","Nephropathy toxic","中毒性肾病","Renal and urinary disorders","肾脏及泌尿系统疾病","48","48","6395","10356","19889680","6443","10404","19906479","14.42","10.85","19.16","14.42 (10.85, 19.16)","14.32","592.08","3.83","3.54","3.3674","12.54","7.08","1","1","1","1","1","1"
"Iohexol","CONFUSIONAL STATE","CONFUSIONAL STATE","意识模糊状态","Psychiatric disorders","精神病类","47","47","6396","153750","19746286","6443","153797","19906479","0.94","0.71","1.26","0.94 (0.71, 1.26)","0.94","0.16","-0.08","-0.38","49.7785","0.94","0.53","0","0","0","0","0","0"
"Iohexol","Diarrhoea","Diarrhoea","腹泻","Gastrointestinal disorders","胃肠系统疾病","47","47","6396","605626","19294410","6443","605673","19906479","0.23","0.18","0.31","0.23 (0.18, 0.31)","0.24","116.9","-2.06","-2.35","196.0342","0.24","0.14","0","0","0","0","0","0"
"Iohexol","Contrast encephalopathy","Contrast encephalopathy","造影剂脑病","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","46","46","6397","184","19899852","6443","230","19906479","777.7","562.46","1075.31","777.70 (562.46, 1,075.31)","772.16","28342.16","9.27","8.94","0.0744","80.95","45.6","1","1","1","1","1","1"
"Iohexol","Bronchospasm","Bronchospasm","支气管痉挛","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","46","46","6397","13676","19886360","6443","13722","19906479","10.46","7.82","13.98","10.46 (7.82, 13.98)","10.39","389.27","3.37","3.08","4.4413","9.41","5.3","1","1","1","1","1","1"
"Iohexol","Depressed level of consciousness","Depressed level of consciousness","意识水平下降","Nervous system disorders","各类神经系统疾病","45","45","6398","37363","19862673","6443","37408","19906479","3.74","2.79","5.01","3.74 (2.79, 5.01)","3.72","89.56","1.89","1.59","12.1076","3.61","2.03","1","1","1","1","1","1"
"Iohexol","Blood creatinine increased","Blood creatinine increased","血肌酐升高","Investigations","各类检查","45","45","6398","62566","19837470","6443","62611","19906479","2.23","1.66","2.99","2.23 (1.66, 2.99)","2.22","30.3","1.15","0.85","20.2649","2.19","1.23","1","1","1","0","1","0"
"Iohexol","Burning sensation","Burning sensation","烧灼感","Nervous system disorders","各类神经系统疾病","45","45","6398","66648","19833388","6443","66693","19906479","2.09","1.56","2.81","2.09 (1.56, 2.81)","2.09","25.49","1.06","0.76","21.5861","2.06","1.16","1","1","1","0","1","0"
"Iohexol","Sensation of foreign body","Sensation of foreign body","异物感","General disorders and administration site conditions","全身性疾病及给药部位各种反应","44","44","6399","7760","19892276","6443","7804","19906479","17.63","13.09","23.73","17.63 (13.09, 23.73)","17.51","681.48","4.12","3.82","2.5259","14.71","8.26","1","1","1","1","1","1"
"Iohexol","Respiratory arrest","Respiratory arrest","呼吸停止","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","44","44","6399","26936","19873100","6443","26980","19906479","5.07","3.77","6.83","5.07 (3.77, 6.83)","5.05","142.67","2.33","2.03","8.7324","4.82","2.71","1","1","1","1","1","1"
"Iohexol","Urinary incontinence","Urinary incontinence","尿失禁","Renal and urinary disorders","肾脏及泌尿系统疾病","44","44","6399","28343","19871693","6443","28387","19906479","4.82","3.58","6.49","4.82 (3.58, 6.49)","4.79","132.13","2.26","1.96","9.1878","4.59","2.58","1","1","1","1","1","1"
"Iohexol","PRURITUS GENERALISED","PRURITUS GENERALISED",,,,"43","43","6400","21545","19878491","6443","21588","19906479","6.2","4.59","8.37","6.20 (4.59, 8.37)","6.16","185.87","2.62","2.32","6.9872","5.81","3.26","1","1","1","1","1","1"
"Iohexol","Paraesthesia","Paraesthesia","皮肤异常感觉","Nervous system disorders","各类神经系统疾病","43","43","6400","150824","19749212","6443","150867","19906479","0.88","0.65","1.19","0.88 (0.65, 1.19)","0.88","0.7","-0.18","-0.49","48.8301","0.88","0.49","0","0","0","0","0","0"
"Iohexol","Pharyngeal swelling","Pharyngeal swelling","咽部肿胀","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","42","42","6401","8772","19891264","6443","8814","19906479","14.88","10.98","20.17","14.88 (10.98, 20.17)","14.79","537.61","3.88","3.57","2.8528","12.68","7.11","1","1","1","1","1","1"
"Iohexol","Face oedema","Face oedema","面部水肿","General disorders and administration site conditions","全身性疾病及给药部位各种反应","42","42","6401","16225","19883811","6443","16267","19906479","8.04","5.93","10.9","8.04 (5.93, 10.90)","8","256.6","3","2.69","5.265","7.37","4.13","1","1","1","1","1","1"
"Iohexol","ANAPHYLACTOID SHOCK","ANAPHYLACTOID SHOCK","类过敏性休克","Immune system disorders","免疫系统疾病","41","41","6402","420","19899616","6443","461","19906479","303.43","219.98","418.55","303.43 (219.98, 418.55)","301.51","11188.12","8.1","7.77","0.1492","63.92","35.78","1","1","1","1","1","1"
"Iohexol","Rash pruritic","Rash pruritic","瘙痒性皮疹","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","41","41","6402","50819","19849217","6443","50860","19906479","2.5","1.84","3.4","2.50 (1.84, 3.40)","2.49","36.68","1.32","1","16.4615","2.45","1.37","1","1","1","0","1","0"
"Iohexol","Injection site extravasation","Injection site extravasation","注射部位外渗","General disorders and administration site conditions","全身性疾病及给药部位各种反应","40","40","6403","12117","19887919","6443","12157","19906479","10.25","7.51","14","10.25 (7.51, 14.00)","10.2","330.87","3.35","3.03","3.9348","9.13","5.11","1","1","1","1","1","1"
"Iohexol","Oedema","Oedema","水肿","General disorders and administration site conditions","全身性疾病及给药部位各种反应","40","40","6403","51007","19849029","6443","51047","19906479","2.43","1.78","3.32","2.43 (1.78, 3.32)","2.42","33.46","1.28","0.96","16.522","2.38","1.33","1","1","1","0","1","0"
"Iohexol","Injection site pain","Injection site pain","注射部位痛","General disorders and administration site conditions","全身性疾病及给药部位各种反应","40","40","6403","284691","19615345","6443","284731","19906479","0.43","0.32","0.59","0.43 (0.32, 0.59)","0.43","29.96","-1.2","-1.52","92.157","0.44","0.24","0","0","0","0","0","0"
"Iohexol","Infusion site extravasation","Infusion site extravasation","输液部位渗出","General disorders and administration site conditions","全身性疾病及给药部位各种反应","39","39","6404","5907","19894129","6443","5946","19906479","20.51","14.96","28.13","20.51 (14.96, 28.13)","20.39","714.7","4.34","4.02","1.9245","16.29","9.09","1","1","1","1","1","1"
"Iohexol","Cold sweat","Cold sweat","冷汗","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","39","39","6404","16910","19883126","6443","16949","19906479","7.16","5.22","9.81","7.16 (5.22, 9.81)","7.12","204.99","2.83","2.51","5.4858","6.6","3.68","1","1","1","1","1","1"
"Iohexol","Papule","Papule","丘疹","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","38","38","6405","6474","19893562","6443","6512","19906479","18.23","13.24","25.1","18.23 (13.24, 25.10)","18.13","611.61","4.17","3.85","2.1077","14.76","8.23","1","1","1","1","1","1"
"Iohexol","Muscular weakness","Muscular weakness","肌无力","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","38","38","6405","107952","19792084","6443","107990","19906479","1.09","0.79","1.5","1.09 (0.79, 1.50)","1.09","0.27","0.12","-0.2","34.9524","1.09","0.61","0","0","0","0","0","0"
"Iohexol","Drug ineffective","Drug ineffective","药物无效","General disorders and administration site conditions","全身性疾病及给药部位各种反应","38","38","6405","1245141","18654895","6443","1245179","19906479","0.09","0.06","0.12","0.09 (0.06, 0.12)","0.09","352.78","-3.41","-3.73","403.019","0.1","0.05","0","0","0","0","0","0"
"Iohexol","Peripheral swelling","Peripheral swelling","外周肿胀","General disorders and administration site conditions","全身性疾病及给药部位各种反应","37","37","6406","143127","19756909","6443","143164","19906479","0.8","0.58","1.1","0.80 (0.58, 1.10)","0.8","1.9","-0.32","-0.65","46.337","0.8","0.45","0","0","0","0","0","0"
"Iohexol","Generalised erythema","Generalised erythema",,,,"36","36","6407","5654","19894382","6443","5690","19906479","19.77","14.23","27.46","19.77 (14.23, 27.46)","19.67","633.95","4.29","3.95","1.8416","15.59","8.66","1","1","1","1","1","1"
"Iohexol","VENTRICULAR FIBRILLATION","VENTRICULAR FIBRILLATION","室颤","Cardiac disorders","心脏器官疾病","36","36","6407","10568","19889468","6443","10604","19906479","10.57","7.62","14.68","10.57 (7.62, 14.68)","10.52","309.31","3.39","3.06","3.4321","9.28","5.16","1","1","1","1","1","1"
"Iohexol","Aphasia","Aphasia","失语","Nervous system disorders","各类神经系统疾病","35","35","6408","28862","19871174","6443","28897","19906479","3.76","2.7","5.24","3.76 (2.70, 5.24)","3.75","70.45","1.9","1.56","9.3529","3.6","2","1","1","1","1","1","1"
"Iohexol","Myalgia","Myalgia","肌痛","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","35","35","6408","161995","19738041","6443","162030","19906479","0.67","0.48","0.93","0.67 (0.48, 0.93)","0.67","5.85","-0.58","-0.92","52.4432","0.67","0.37","0","0","0","0","0","0"
"Iohexol","Bradycardia","Bradycardia","心动过缓","Cardiac disorders","心脏器官疾病","34","34","6409","51008","19849028","6443","51042","19906479","2.06","1.47","2.89","2.06 (1.47, 2.89)","2.06","18.55","1.04","0.7","16.5204","2.03","1.12","1","1","1","0","1","0"
"Iohexol","Rhinorrhoea","Rhinorrhoea","流涕","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","34","34","6409","60707","19839329","6443","60741","19906479","1.73","1.24","2.43","1.73 (1.24, 2.43)","1.73","10.5","0.79","0.45","19.6596","1.71","0.95","1","0","1","0","0","0"
"Iohexol","Dysphoria","Dysphoria","烦躁不安","Psychiatric disorders","精神病类","33","33","6410","4895","19895141","6443","4928","19906479","20.92","14.85","29.49","20.92 (14.85, 29.49)","20.82","618.7","4.37","4.02","1.595","15.99","8.83","1","1","1","1","1","1"
"Iohexol","Rash maculo-papular","Rash maculo-papular","斑丘疹","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","32","32","6411","20909","19879127","6443","20941","19906479","4.75","3.35","6.72","4.75 (3.35, 6.72)","4.73","93.99","2.24","1.88","6.7778","4.47","2.46","1","1","1","1","1","1"
"Iohexol","RENAL FAILURE","RENAL FAILURE","肾衰","Renal and urinary disorders","肾脏及泌尿系统疾病","32","32","6411","129152","19770884","6443","129184","19906479","0.76","0.54","1.08","0.76 (0.54, 1.08)","0.77","2.32","-0.39","-0.74","41.8121","0.77","0.42","0","0","0","0","0","0"
"Iohexol","Vision blurred","Vision blurred","视物模糊","Eye disorders","眼器官疾病","32","32","6411","129537","19770499","6443","129569","19906479","0.76","0.54","1.08","0.76 (0.54, 1.08)","0.76","2.37","-0.39","-0.74","41.9368","0.77","0.42","0","0","0","0","0","0"
"Iohexol","Death","Death","死亡","General disorders and administration site conditions","全身性疾病及给药部位各种反应","32","32","6411","812768","19087268","6443","812800","19906479","0.12","0.08","0.17","0.12 (0.08, 0.17)","0.12","211.67","-3.04","-3.39","263.0737","0.12","0.07","0","0","0","0","0","0"
"Iohexol","Blood pressure immeasurable","Blood pressure immeasurable","血压不可测","Investigations","各类检查","30","30","6413","1450","19898586","6443","1480","19906479","64.2","44.68","92.23","64.20 (44.68, 92.23)","63.9","1820.03","5.97","5.6","0.479","31.15","17.09","1","1","1","1","1","1"
"Iohexol","Somnolence","Somnolence","嗜睡","Nervous system disorders","各类神经系统疾病","29","29","6414","191344","19708692","6443","191373","19906479","0.47","0.32","0.67","0.47 (0.32, 0.67)","0.47","17.69","-1.09","-1.47","61.9404","0.47","0.26","0","0","0","0","0","0"
"Iohexol","Drug eruption","Drug eruption","药疹","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","28","28","6415","16421","19883615","6443","16449","19906479","5.29","3.65","7.66","5.29 (3.65, 7.66)","5.27","96.69","2.39","2.02","5.3239","4.89","2.67","1","1","1","1","1","1"
"Iohexol","POST PROCEDURAL COMPLICATION","POST PROCEDURAL COMPLICATION","操作后并发症","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","28","28","6415","18595","19881441","6443","18623","19906479","4.67","3.22","6.77","4.67 (3.22, 6.77)","4.65","80.2","2.22","1.84","6.0276","4.37","2.38","1","1","1","1","1","1"
"Iohexol","Heart rate decreased","Heart rate decreased","心率降低","Investigations","各类检查","28","28","6415","33776","19866260","6443","33804","19906479","2.57","1.77","3.72","2.57 (1.77, 3.72)","2.56","26.65","1.36","0.98","10.9411","2.49","1.36","1","1","1","0","1","0"
"Iohexol","Discomfort","Discomfort","不适","General disorders and administration site conditions","全身性疾病及给药部位各种反应","28","28","6415","55127","19844909","6443","55155","19906479","1.57","1.08","2.28","1.57 (1.08, 2.28)","1.57","5.79","0.65","0.27","17.8517","1.55","0.85","1","0","1","0","0","0"
"Iohexol","Pulse absent","Pulse absent","脉搏消失","Investigations","各类检查","27","27","6416","4595","19895441","6443","4622","19906479","18.22","12.47","26.62","18.22 (12.47, 26.62)","18.15","435.05","4.17","3.79","1.496","13.78","7.49","1","1","1","1","1","1"
"Iohexol","RASH GENERALISED","RASH GENERALISED",,,,"27","27","6416","25808","19874228","6443","25835","19906479","3.24","2.22","4.73","3.24 (2.22, 4.73)","3.23","41.61","1.69","1.31","8.3618","3.1","1.69","1","1","1","0","1","0"
"Iohexol","PULMONARY OEDEMA","PULMONARY OEDEMA","肺水肿","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","27","27","6416","43022","19857014","6443","43049","19906479","1.94","1.33","2.83","1.94 (1.33, 2.83)","1.94","12.28","0.95","0.57","13.9334","1.91","1.04","1","0","1","0","0","0"
"Iohexol","Agitation","Agitation","激越","Psychiatric disorders","精神病类","27","27","6416","70726","19829310","6443","70753","19906479","1.18","0.81","1.72","1.18 (0.81, 1.72)","1.18","0.74","0.24","-0.15","22.9002","1.18","0.64","0","0","0","0","0","0"
