"analysis_group","pt_standard_en","pt","pt_cn","soc_en","soc_cn","cases","a","b","c","d","a_plus_b","a_plus_c","a_plus_b_plus_c_plus_d","ROR","ROR_025","ROR_975","ror_95ci_range","PRR","chi_squared","IC","IC025","expected_E","EBGM","EBGM05","is_ror_signal","is_prr_signal","is_bcpnn_signal","is_mgps_signal","is_core_ror_prr_signal","is_strict_four_algorithm_signal"
"Iopamidol","CEREBRAL INFARCTION","CEREBRAL INFARCTION","脑部梗死","Nervous system disorders","各类神经系统疾病","17","17","2780","23536","19880146","2797","23553","19906479","5.17","3.21","8.32","5.17 (3.21, 8.32)","5.14","56.71","2.36","1.87","3.3094","4.59","2.38","1","1","1","1","1","1"
"Iopamidol","Pallor","Pallor","苍白","Vascular disorders","血管与淋巴管类疾病","17","17","2780","26266","19877416","2797","26283","19906479","4.63","2.87","7.46","4.63 (2.87, 7.46)","4.61","48.02","2.2","1.72","3.6929","4.17","2.17","1","1","1","1","1","1"
"Iopamidol","HYPOXIA","HYPOXIA","缺氧","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","17","17","2780","33166","19870516","2797","33183","19906479","3.66","2.27","5.9","3.66 (2.27, 5.90)","3.65","32.71","1.87","1.38","4.6624","3.39","1.76","1","1","1","0","1","0"
"Iopamidol","Heart rate decreased","Heart rate decreased","心率降低","Investigations","各类检查","17","17","2780","33787","19869895","2797","33804","19906479","3.6","2.23","5.79","3.60 (2.23, 5.79)","3.58","31.65","1.84","1.35","4.7497","3.33","1.73","1","1","1","0","1","0"
"Iopamidol","DYSPHONIA","DYSPHONIA","发声困难","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","17","17","2780","55394","19848288","2797","55411","19906479","2.19","1.36","3.53","2.19 (1.36, 3.53)","2.18","10.94","1.13","0.64","7.7856","2.11","1.1","1","1","1","0","1","0"
"Iopamidol","AGITATION","AGITATION","激越","Psychiatric disorders","精神病类","17","17","2780","70736","19832946","2797","70753","19906479","1.71","1.06","2.76","1.71 (1.06, 2.76)","1.71","5.03","0.77","0.29","9.9413","1.68","0.87","1","0","1","0","0","0"
"Iopamidol","PALPITATIONS","PALPITATIONS","心悸","Cardiac disorders","心脏器官疾病","17","17","2780","111228","19792454","2797","111245","19906479","1.09","0.68","1.75","1.09 (0.68, 1.75)","1.09","0.12","0.12","-0.37","15.6307","1.08","0.56","0","0","0","0","0","0"
"Iopamidol","PAIN IN EXTREMITY","PAIN IN EXTREMITY","肢体疼痛","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","17","17","2780","282157","19621525","2797","282174","19906479","0.43","0.26","0.69","0.43 (0.26, 0.69)","0.43","13.12","-1.22","-1.71","39.6474","0.44","0.23","0","0","0","0","0","0"
"Iopamidol","Kounis syndrome","Kounis syndrome","过敏性冠状动脉痉挛综合征","Cardiac disorders","心脏器官疾病","16","16","2781","2042","19901640","2797","2058","19906479","56.07","34.24","91.83","56.07 (34.24, 91.83)","55.76","853.81","5.79","5.29","0.2892","20.91","10.77","1","1","1","1","1","1"
"Iopamidol","Brain oedema","Brain oedema","脑水肿","Nervous system disorders","各类神经系统疾病","16","16","2781","11983","19891699","2797","11999","19906479","9.55","5.84","15.62","9.55 (5.84, 15.62)","9.5","121.62","3.25","2.74","1.6859","7.55","3.89","1","1","1","1","1","1"
"Iopamidol","INJECTION SITE EXTRAVASATION","INJECTION SITE EXTRAVASATION","注射部位外渗","General disorders and administration site conditions","全身性疾病及给药部位各种反应","16","16","2781","12141","19891541","2797","12157","19906479","9.43","5.76","15.41","9.43 (5.76, 15.41)","9.38","119.67","3.23","2.73","1.7081","7.47","3.85","1","1","1","1","1","1"
"Iopamidol","Product quality issue","Product quality issue","产品质量问题","Product issues","产品问题","16","16","2781","130177","19773505","2797","130193","19906479","0.87","0.53","1.43","0.87 (0.53, 1.43)","0.87","0.29","-0.19","-0.69","18.293","0.88","0.45","0","0","0","0","0","0"
"Iopamidol","Pain","Pain","疼痛","General disorders and administration site conditions","全身性疾病及给药部位各种反应","16","16","2781","584741","19318941","2797","584757","19906479","0.19","0.12","0.31","0.19 (0.12, 0.31)","0.19","54.9","-2.36","-2.86","82.1625","0.2","0.1","0","0","0","0","0","0"
"Iopamidol","Sialoadenitis","Sialoadenitis","涎腺炎","Infections and infestations","感染及侵染类疾病","15","15","2782","1251","19902431","2797","1266","19906479","85.78","51.49","142.91","85.78 (51.49, 142.91)","85.32","1235.31","6.4","5.88","0.1779","22.87","11.68","1","1","1","1","1","1"
"Iopamidol","Procedural complication","Procedural complication","操作并发症","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","15","15","2782","7437","19896245","2797","7452","19906479","14.42","8.68","23.97","14.42 (8.68, 23.97)","14.35","186.03","3.84","3.32","1.0471","10.02","5.12","1","1","1","1","1","1"
"Iopamidol","BRONCHOSPASM","BRONCHOSPASM","支气管痉挛","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","15","15","2782","13707","19889975","2797","13722","19906479","7.82","4.71","13","7.82 (4.71, 13.00)","7.79","88.7","2.96","2.44","1.928","6.38","3.26","1","1","1","1","1","1"
"Iopamidol","HYPOAESTHESIA ORAL","HYPOAESTHESIA ORAL","口腔感觉减退","Gastrointestinal disorders","胃肠系统疾病","15","15","2782","14366","19889316","2797","14381","19906479","7.46","4.49","12.4","7.46 (4.49, 12.40)","7.43","83.44","2.89","2.37","2.0206","6.15","3.14","1","1","1","1","1","1"
"Iopamidol","Hemiparesis","Hemiparesis","单侧轻瘫","Nervous system disorders","各类神经系统疾病","15","15","2782","16327","19887355","2797","16342","19906479","6.57","3.95","10.91","6.57 (3.95, 10.91)","6.54","70.35","2.71","2.19","2.2962","5.54","2.83","1","1","1","1","1","1"
"Iopamidol","Post procedural complication","Post procedural complication","操作后并发症","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","15","15","2782","18608","19885074","2797","18623","19906479","5.76","3.47","9.57","5.76 (3.47, 9.57)","5.74","58.67","2.52","2","2.6167","4.97","2.54","1","1","1","1","1","1"
"Iopamidol","Lacrimation increased","Lacrimation increased","流泪增加","Eye disorders","眼器官疾病","15","15","2782","27961","19875721","2797","27976","19906479","3.83","2.31","6.37","3.83 (2.31, 6.37)","3.82","31.22","1.93","1.41","3.9308","3.5","1.79","1","1","1","0","1","0"
"Iopamidol","Swollen tongue","Swollen tongue","肿舌","Gastrointestinal disorders","胃肠系统疾病","15","15","2782","29757","19873925","2797","29772","19906479","3.6","2.17","5.98","3.60 (2.17, 5.98)","3.59","28.02","1.84","1.32","4.1832","3.31","1.69","1","1","1","0","1","0"
"Iopamidol","Drug administration error","Drug administration error",,,,"15","15","2782","30676","19873006","2797","30691","19906479","3.49","2.1","5.8","3.49 (2.10, 5.80)","3.48","26.53","1.8","1.28","4.3123","3.22","1.65","1","1","1","0","1","0"
"Iopamidol","DISORIENTATION","DISORIENTATION","定向力障碍","Psychiatric disorders","精神病类","15","15","2782","38257","19865425","2797","38272","19906479","2.8","1.69","4.65","2.80 (1.69, 4.65)","2.79","17.25","1.48","0.96","5.3775","2.64","1.35","1","1","1","0","1","0"
"Iopamidol","Accidental exposure to product","Accidental exposure to product","意外暴露于产品","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","14","14","2783","90812","19812870","2797","90826","19906479","1.1","0.65","1.86","1.10 (0.65, 1.86)","1.1","0.12","0.13","-0.4","12.7617","1.09","0.55","0","0","0","0","0","0"
"Iopamidol","Atrial fibrillation","Atrial fibrillation","房颤","Cardiac disorders","心脏器官疾病","14","14","2783","92981","19810701","2797","92995","19906479","1.07","0.63","1.81","1.07 (0.63, 1.81)","1.07","0.07","0.1","-0.44","13.0665","1.07","0.54","0","0","0","0","0","0"
"Iopamidol","Diarrhoea","Diarrhoea","腹泻","Gastrointestinal disorders","胃肠系统疾病","14","14","2783","605659","19298023","2797","605673","19906479","0.16","0.09","0.27","0.16 (0.09, 0.27)","0.16","61.28","-2.6","-3.14","85.1013","0.17","0.09","0","0","0","0","0","0"
"Iopamidol","BLOOD PRESSURE IMMEASURABLE","BLOOD PRESSURE IMMEASURABLE","血压不可测","Investigations","各类检查","13","13","2784","1467","19902215","2797","1480","19906479","63.35","36.65","109.5","63.35 (36.65, 109.50)","63.06","787.07","5.97","5.41","0.208","19.07","9.55","1","1","1","1","1","1"
"Iopamidol","COMPARTMENT SYNDROME","COMPARTMENT SYNDROME","骨筋膜室综合征","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","13","13","2784","2502","19901180","2797","2515","19906479","37.14","21.51","64.14","37.14 (21.51, 64.14)","36.97","452.72","5.2","4.64","0.3534","15.82","7.92","1","1","1","1","1","1"
"Iopamidol","Laryngeal oedema","Laryngeal oedema","喉水肿","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","13","13","2784","5862","19897820","2797","5875","19906479","15.85","9.19","27.35","15.85 (9.19, 27.35)","15.78","179.63","3.98","3.42","0.8255","10.18","5.1","1","1","1","1","1","1"
"Iopamidol","Toxic skin eruption","Toxic skin eruption","中毒性皮疹","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","13","13","2784","9655","19894027","2797","9668","19906479","9.62","5.58","16.6","9.62 (5.58, 16.60)","9.58","99.83","3.26","2.7","1.3584","7.26","3.64","1","1","1","1","1","1"
"Iopamidol","ALTERED STATE OF CONSCIOUSNESS","ALTERED STATE OF CONSCIOUSNESS","意识状态改变","Nervous system disorders","各类神经系统疾病","13","13","2784","20269","19883413","2797","20282","19906479","4.58","2.66","7.9","4.58 (2.66, 7.90)","4.56","36.19","2.19","1.63","2.8498","4.03","2.02","1","1","1","1","1","1"
"Iopamidol","Stevens-Johnson syndrome","Stevens-Johnson syndrome","Stevens-Johnson综合征","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","13","13","2784","21366","19882316","2797","21379","19906479","4.35","2.52","7.49","4.35 (2.52, 7.49)","4.33","33.3","2.11","1.56","3.0039","3.85","1.93","1","1","1","0","1","0"
"Iopamidol","Pulmonary oedema","Pulmonary oedema","肺水肿","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","13","13","2784","43036","19860646","2797","43049","19906479","2.15","1.25","3.72","2.15 (1.25, 3.72)","2.15","8.01","1.1","0.55","6.0487","2.06","1.03","1","1","1","0","1","0"
"Iopamidol","RENAL IMPAIRMENT","RENAL IMPAIRMENT","肾功能损害","Renal and urinary disorders","肾脏及泌尿系统疾病","13","13","2784","78926","19824756","2797","78939","19906479","1.17","0.68","2.02","1.17 (0.68, 2.02)","1.17","0.33","0.23","-0.33","11.0915","1.16","0.58","0","0","0","0","0","0"
"Iopamidol","Muscular weakness","Muscular weakness","肌无力","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","13","13","2784","107977","19795705","2797","107990","19906479","0.86","0.5","1.48","0.86 (0.50, 1.48)","0.86","0.31","-0.22","-0.78","15.1734","0.86","0.43","0","0","0","0","0","0"
"Iopamidol","Product deposit","Product deposit","产品沉积","Product issues","产品问题","12","12","2785","1424","19902258","2797","1436","19906479","60.22","34.08","106.42","60.22 (34.08, 106.42)","59.97","690.04","5.89","5.31","0.2018","17.81","8.81","1","1","1","1","1","1"
"Iopamidol","FOAMING AT MOUTH","FOAMING AT MOUTH","口吐白沫","General disorders and administration site conditions","全身性疾病及给药部位各种反应","12","12","2785","1921","19901761","2797","1933","19906479","44.64","25.28","78.84","44.64 (25.28, 78.84)","44.45","506.58","5.47","4.89","0.2716","16.2","8.01","1","1","1","1","1","1"
"Iopamidol","HYPOXIC-ISCHAEMIC ENCEPHALOPATHY","HYPOXIC-ISCHAEMIC ENCEPHALOPATHY","缺氧缺血性脑病","Nervous system disorders","各类神经系统疾病","12","12","2785","2477","19901205","2797","2489","19906479","34.62","19.61","61.12","34.62 (19.61, 61.12)","34.47","388.21","5.1","4.52","0.3497","14.71","7.27","1","1","1","1","1","1"
"Iopamidol","Hemiplegia","Hemiplegia","偏瘫","Nervous system disorders","各类神经系统疾病","12","12","2785","7954","19895728","2797","7966","19906479","10.78","6.11","19.01","10.78 (6.11, 19.01)","10.74","105.83","3.42","2.84","1.1193","7.72","3.82","1","1","1","1","1","1"
"Iopamidol","Acute respiratory failure","Acute respiratory failure","急性呼吸衰竭","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","12","12","2785","18141","19885541","2797","18153","19906479","4.72","2.68","8.33","4.72 (2.68, 8.33)","4.71","35.04","2.23","1.66","2.5506","4.1","2.03","1","1","1","1","1","1"
"Iopamidol","INJECTION SITE PAIN","INJECTION SITE PAIN","注射部位痛","General disorders and administration site conditions","全身性疾病及给药部位各种反应","12","12","2785","284719","19618963","2797","284731","19906479","0.3","0.17","0.52","0.30 (0.17, 0.52)","0.3","19.89","-1.74","-2.32","40.0067","0.31","0.15","0","0","0","0","0","0"
"Iopamidol","Pneumonia","Pneumonia","感染性肺炎","Infections and infestations","感染及侵染类疾病","12","12","2785","305335","19598347","2797","305347","19906479","0.28","0.16","0.49","0.28 (0.16, 0.49)","0.28","22.61","-1.84","-2.42","42.9034","0.29","0.14","0","0","0","0","0","0"
"Iopamidol","COLD SWEAT","COLD SWEAT","冷汗","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","11","11","2786","16938","19886744","2797","16949","19906479","4.64","2.56","8.38","4.64 (2.56, 8.38)","4.62","31.22","2.21","1.6","2.3815","3.99","1.95","1","1","1","0","1","0"
"Iopamidol","Eye pruritus","Eye pruritus","眼睛瘙痒","Eye disorders","眼器官疾病","11","11","2786","30288","19873394","2797","30299","19906479","2.59","1.43","4.68","2.59 (1.43, 4.68)","2.58","10.7","1.37","0.77","4.2572","2.42","1.18","1","1","1","0","1","0"
"Iopamidol","Amnesia","Amnesia","失忆症","Nervous system disorders","各类神经系统疾病","11","11","2786","62419","19841263","2797","62430","19906479","1.26","0.69","2.27","1.26 (0.69, 2.27)","1.25","0.57","0.33","-0.28","8.7719","1.24","0.6","0","0","0","0","0","0"
"Iopamidol","DRUG HYPERSENSITIVITY","DRUG HYPERSENSITIVITY","药物性超敏反应","Immune system disorders","免疫系统疾病","11","11","2786","184166","19719516","2797","184177","19906479","0.42","0.23","0.76","0.42 (0.23, 0.76)","0.43","8.64","-1.23","-1.84","25.8782","0.44","0.21","0","0","0","0","0","0"
"Iopamidol","Back pain","Back pain","背痛","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","11","11","2786","221914","19681768","2797","221925","19906479","0.35","0.19","0.63","0.35 (0.19, 0.63)","0.35","13.21","-1.5","-2.11","31.182","0.36","0.18","0","0","0","0","0","0"
"Iopamidol","ARTERIOSPASM CORONARY","ARTERIOSPASM CORONARY","冠状动脉痉挛","Cardiac disorders","心脏器官疾病","10","10","2787","3753","19899929","2797","3763","19906479","19.03","10.22","35.43","19.03 (10.22, 35.43)","18.96","169.72","4.24","3.61","0.5287","10.21","4.89","1","1","1","1","1","1"
"Iopamidol","PULSELESS ELECTRICAL ACTIVITY","PULSELESS ELECTRICAL ACTIVITY","无脉性电活动","Cardiac disorders","心脏器官疾病","10","10","2787","3898","19899784","2797","3908","19906479","18.32","9.84","34.11","18.32 (9.84, 34.11)","18.26","162.72","4.19","3.55","0.5491","10.01","4.8","1","1","1","1","1","1"
"Iopamidol","Wrong product administered","Wrong product administered","给予的产品有误","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","10","10","2787","6130","19897552","2797","6140","19906479","11.65","6.26","21.68","11.65 (6.26, 21.68)","11.61","96.82","3.53","2.9","0.8627","7.71","3.69","1","1","1","1","1","1"
"Iopamidol","ANURIA","ANURIA","无尿","Renal and urinary disorders","肾脏及泌尿系统疾病","10","10","2787","8338","19895344","2797","8348","19906479","8.56","4.6","15.94","8.56 (4.60, 15.94)","8.53","66.47","3.09","2.46","1.173","6.28","3.01","1","1","1","1","1","1"
"Iopamidol","Incorrect route of product administration","Incorrect route of product administration","产品给用途径不当","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","10","10","2787","15232","19888450","2797","15242","19906479","4.68","2.52","8.72","4.68 (2.52, 8.72)","4.67","28.86","2.22","1.59","2.1416","3.97","1.9","1","1","1","0","1","0"
"Iopamidol","HAEMATEMESIS","HAEMATEMESIS","呕血","Gastrointestinal disorders","胃肠系统疾病","10","10","2787","24283","19879399","2797","24293","19906479","2.94","1.58","5.47","2.94 (1.58, 5.47)","2.93","12.73","1.55","0.92","3.4133","2.68","1.29","1","1","1","0","1","0"
"Iopamidol","Lip swelling","Lip swelling","唇部肿胀","Gastrointestinal disorders","胃肠系统疾病","10","10","2787","31572","19872110","2797","31582","19906479","2.26","1.21","4.2","2.26 (1.21, 4.20)","2.25","6.98","1.17","0.54","4.4375","2.13","1.02","1","1","1","0","1","0"
"Iopamidol","Restlessness","Restlessness","躁动","Psychiatric disorders","精神病类","10","10","2787","35075","19868607","2797","35085","19906479","2.03","1.09","3.78","2.03 (1.09, 3.78)","2.03","5.22","1.02","0.39","4.9297","1.93","0.93","1","1","1","0","1","0"
"Iopamidol","Coma","Coma","昏迷","Nervous system disorders","各类神经系统疾病","10","10","2787","45306","19858376","2797","45316","19906479","1.57","0.85","2.93","1.57 (0.85, 2.93)","1.57","2.08","0.65","0.02","6.3672","1.53","0.73","0","0","1","0","0","0"
"Iopamidol","SPEECH DISORDER","SPEECH DISORDER","言语障碍","Nervous system disorders","各类神经系统疾病","10","10","2787","50162","19853520","2797","50172","19906479","1.42","0.76","2.64","1.42 (0.76, 2.64)","1.42","1.24","0.5","-0.13","7.0495","1.39","0.67","0","0","0","0","0","0"
"Iopamidol","Burning sensation","Burning sensation","烧灼感","Nervous system disorders","各类神经系统疾病","10","10","2787","66683","19836999","2797","66693","19906479","1.07","0.57","1.99","1.07 (0.57, 1.99)","1.07","0.04","0.09","-0.54","9.3708","1.06","0.51","0","0","0","0","0","0"
"Iopamidol","SWELLING","SWELLING","肿胀","General disorders and administration site conditions","全身性疾病及给药部位各种反应","10","10","2787","86256","19817426","2797","86266","19906479","0.82","0.44","1.53","0.82 (0.44, 1.53)","0.82","0.37","-0.28","-0.91","12.121","0.83","0.4","0","0","0","0","0","0"
"Iopamidol","Cerebrovascular accident","Cerebrovascular accident","脑血管意外","Nervous system disorders","各类神经系统疾病","10","10","2787","163252","19740430","2797","163262","19906479","0.43","0.23","0.81","0.43 (0.23, 0.81)","0.44","7.36","-1.2","-1.83","22.9395","0.45","0.21","0","0","0","0","0","0"
"Iopamidol","Myocardial infarction","Myocardial infarction","心肌梗死","Cardiac disorders","心脏器官疾病","10","10","2787","170474","19733208","2797","170484","19906479","0.42","0.22","0.77","0.42 (0.22, 0.77)","0.42","8.2","-1.26","-1.89","23.9542","0.43","0.21","0","0","0","0","0","0"
"Iopamidol","Acute pulmonary oedema","Acute pulmonary oedema","急性肺水肿","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","9","9","2788","5410","19898272","2797","5419","19906479","11.87","6.17","22.86","11.87 (6.17, 22.86)","11.84","89.18","3.56","2.89","0.7614","7.53","3.54","1","1","1","1","1","1"
"Iopamidol","Liquid product physical issue","Liquid product physical issue","液体产品物理问题","Product issues","产品问题","9","9","2788","6316","19897366","2797","6325","19906479","10.17","5.28","19.57","10.17 (5.28, 19.57)","10.14","74.07","3.34","2.67","0.8887","6.84","3.21","1","1","1","1","1","1"
"Iopamidol","Meningitis","Meningitis","脑膜炎","Infections and infestations","感染及侵染类疾病","9","9","2788","6321","19897361","2797","6330","19906479","10.16","5.28","19.56","10.16 (5.28, 19.56)","10.13","74","3.34","2.67","0.8894","6.84","3.21","1","1","1","1","1","1"
"Iopamidol","Peripheral coldness","Peripheral coldness","四肢发冷","Vascular disorders","血管与淋巴管类疾病","9","9","2788","13141","19890541","2797","13150","19906479","4.89","2.54","9.4","4.89 (2.54, 9.40)","4.87","27.71","2.28","1.62","1.8477","4.05","1.9","1","1","1","0","1","0"
"Iopamidol","ACUTE RESPIRATORY DISTRESS SYNDROME","ACUTE RESPIRATORY DISTRESS SYNDROME","急性呼吸窘迫综合征","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","9","9","2788","16855","19886827","2797","16864","19906479","3.81","1.98","7.33","3.81 (1.98, 7.33)","3.8","18.57","1.93","1.26","2.3695","3.31","1.55","1","1","1","0","1","0"
"Iopamidol","RASH GENERALISED","RASH GENERALISED",,,,"9","9","2788","25826","19877856","2797","25835","19906479","2.48","1.29","4.78","2.48 (1.29, 4.78)","2.48","7.96","1.31","0.64","3.63","2.3","1.08","1","1","1","0","1","0"
"Iopamidol","ACUTE MYOCARDIAL INFARCTION","ACUTE MYOCARDIAL INFARCTION","急性心肌梗死","Cardiac disorders","心脏器官疾病","9","9","2788","28816","19874866","2797","28825","19906479","2.23","1.16","4.28","2.23 (1.16, 4.28)","2.22","6.06","1.15","0.48","4.0501","2.09","0.98","1","1","1","0","1","0"
"Iopamidol","Rhabdomyolysis","Rhabdomyolysis","横纹肌溶解","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","9","9","2788","39486","19864196","2797","39495","19906479","1.62","0.84","3.12","1.62 (0.84, 3.12)","1.62","2.15","0.7","0.03","5.5493","1.57","0.74","0","0","1","0","0","0"
"Iopamidol","Blister","Blister","水疱","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","9","9","2788","51918","19851764","2797","51927","19906479","1.23","0.64","2.37","1.23 (0.64, 2.37)","1.23","0.4","0.3","-0.37","7.2961","1.22","0.57","0","0","0","0","0","0"
"Iopamidol","MEDICATION ERROR","MEDICATION ERROR","用药错误","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","9","9","2788","52311","19851371","2797","52320","19906479","1.23","0.64","2.36","1.23 (0.64, 2.36)","1.22","0.37","0.29","-0.38","7.3513","1.21","0.57","0","0","0","0","0","0"
"Iopamidol","Lethargy","Lethargy","倦怠","Nervous system disorders","各类神经系统疾病","9","9","2788","55159","19848523","2797","55168","19906479","1.16","0.6","2.24","1.16 (0.60, 2.24)","1.16","0.2","0.22","-0.45","7.7515","1.15","0.54","0","0","0","0","0","0"
"Iopamidol","OEDEMA PERIPHERAL","OEDEMA PERIPHERAL","外周水肿","General disorders and administration site conditions","全身性疾病及给药部位各种反应","9","9","2788","117751","19785931","2797","117760","19906479","0.54","0.28","1.04","0.54 (0.28, 1.04)","0.54","3.46","-0.88","-1.55","16.5461","0.56","0.26","0","0","0","0","0","0"
"Iopamidol","Vision blurred","Vision blurred","视物模糊","Eye disorders","眼器官疾病","9","9","2788","129560","19774122","2797","129569","19906479","0.49","0.26","0.95","0.49 (0.26, 0.95)","0.49","4.69","-1.02","-1.68","18.2054","0.51","0.24","0","0","0","0","0","0"
"Iopamidol","ORAL PRURITUS","ORAL PRURITUS","口腔瘙痒","Gastrointestinal disorders","胃肠系统疾病","8","8","2789","2144","19901538","2797","2152","19906479","26.63","13.28","53.36","26.63 (13.28, 53.36)","26.55","196.01","4.73","4.02","0.3024","10.59","4.85","1","1","1","1","1","1"
"Iopamidol","Occupational exposure to product","Occupational exposure to product","职业性暴露于产品","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","8","8","2789","6249","19897433","2797","6257","19906479","9.13","4.56","18.29","9.13 (4.56, 18.29)","9.11","57.7","3.19","2.48","0.8792","6.16","2.82","1","1","1","1","1","1"
"Iopamidol","Refusal of treatment by patient","Refusal of treatment by patient","患者拒绝治疗","Social circumstances","社会环境","8","8","2789","6402","19897280","2797","6410","19906479","8.91","4.45","17.85","8.91 (4.45, 17.85)","8.89","55.99","3.15","2.44","0.9006","6.07","2.78","1","1","1","1","1","1"
"Iopamidol","Torsade de pointes","Torsade de pointes","尖端扭转型室速","Cardiac disorders","心脏器官疾病","8","8","2789","7423","19896259","2797","7431","19906479","7.69","3.84","15.39","7.69 (3.84, 15.39)","7.67","46.36","2.94","2.23","1.0441","5.5","2.52","1","1","1","1","1","1"
"Iopamidol","HAEMODIALYSIS","HAEMODIALYSIS","血液透析","Surgical and medical procedures","各种手术及医疗操作","8","8","2789","8386","19895296","2797","8394","19906479","6.81","3.4","13.63","6.81 (3.40, 13.63)","6.79","39.47","2.76","2.05","1.1794","5.06","2.32","1","1","1","1","1","1"
"Iopamidol","EYELID OEDEMA","EYELID OEDEMA","眼睑水肿","Eye disorders","眼器官疾病","8","8","2789","11372","19892310","2797","11380","19906479","5.02","2.51","10.05","5.02 (2.51, 10.05)","5.01","25.64","2.32","1.61","1.599","4.05","1.86","1","1","1","0","1","0"
"Iopamidol","CARDIOGENIC SHOCK","CARDIOGENIC SHOCK","心源性休克","Cardiac disorders","心脏器官疾病","8","8","2789","13396","19890286","2797","13404","19906479","4.26","2.13","8.53","4.26 (2.13, 8.53)","4.25","19.88","2.09","1.38","1.8834","3.57","1.63","1","1","1","0","1","0"
"Iopamidol","Paraesthesia oral","Paraesthesia oral","口部异常感觉","Gastrointestinal disorders","胃肠系统疾病","8","8","2789","13579","19890103","2797","13587","19906479","4.2","2.1","8.41","4.20 (2.10, 8.41)","4.19","19.45","2.07","1.36","1.9091","3.53","1.62","1","1","1","0","1","0"
"Iopamidol","Tubulointerstitial nephritis","Tubulointerstitial nephritis","小管间质性肾炎","Renal and urinary disorders","肾脏及泌尿系统疾病","8","8","2789","17717","19885965","2797","17725","19906479","3.22","1.61","6.45","3.22 (1.61, 6.45)","3.21","12.2","1.68","0.98","2.4905","2.84","1.3","1","1","1","0","1","0"
"Iopamidol","BLOOD PRESSURE SYSTOLIC INCREASED","BLOOD PRESSURE SYSTOLIC INCREASED","收缩压升高","Investigations","各类检查","8","8","2789","18582","19885100","2797","18590","19906479","3.07","1.53","6.15","3.07 (1.53, 6.15)","3.06","11.13","1.61","0.91","2.612","2.73","1.25","1","1","1","0","1","0"
"Iopamidol","Encephalopathy","Encephalopathy","脑病","Nervous system disorders","各类神经系统疾病","8","8","2789","23115","19880567","2797","23123","19906479","2.47","1.23","4.94","2.47 (1.23, 4.94)","2.46","6.96","1.3","0.59","3.2489","2.27","1.04","1","1","1","0","1","0"
"Iopamidol","PNEUMONIA ASPIRATION","PNEUMONIA ASPIRATION","感染性吸入性肺炎","Infections and infestations","感染及侵染类疾病","8","8","2789","23549","19880133","2797","23557","19906479","2.42","1.21","4.85","2.42 (1.21, 4.85)","2.42","6.65","1.27","0.56","3.3099","2.23","1.02","1","1","1","0","1","0"
"Iopamidol","Mental status changes","Mental status changes","精神状态改变","Psychiatric disorders","精神病类","8","8","2789","26774","19876908","2797","26782","19906479","2.13","1.06","4.26","2.13 (1.06, 4.26)","2.13","4.78","1.09","0.38","3.7631","1.99","0.91","1","1","1","0","1","0"
"Iopamidol","Skin discolouration","Skin discolouration","皮肤变色","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","8","8","2789","43773","19859909","2797","43781","19906479","1.3","0.65","2.61","1.30 (0.65, 2.61)","1.3","0.56","0.38","-0.33","6.1515","1.28","0.59","0","0","0","0","0","0"
"Iopamidol","Nasal congestion","Nasal congestion","鼻充血","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","8","8","2789","54958","19848724","2797","54966","19906479","1.04","0.52","2.07","1.04 (0.52, 2.07)","1.04","0.01","0.05","-0.66","7.7231","1.03","0.47","0","0","0","0","0","0"
"Iopamidol","Discomfort","Discomfort","不适","General disorders and administration site conditions","全身性疾病及给药部位各种反应","8","8","2789","55147","19848535","2797","55155","19906479","1.03","0.52","2.07","1.03 (0.52, 2.07)","1.03","0.01","0.05","-0.66","7.7497","1.03","0.47","0","0","0","0","0","0"
